codice_tipologia,nome,macro_categoria,denominazione,[soggetto],[formato],formato,titolo,[titolo prodotto],nome2,[nome produttore],codice_licenza_app,codice_licenza_app2,denominazione2,[nome licenza],rilevanza,descrizione,codice_localizzazione,comune,provincia,regione,lat,lon
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,1319,Caprino Veronese,VR,Veneto,45.6062,10.7948
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,2703,Farra Di Soligo,TV,Veneto,45.9068,12.1297
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,4086,Modena,MO,Emilia Romagna,44.6488,10.9201
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,2,Software per la gestione della turnistica del personale,2449,Crocetta Del Montello,TV,Veneto,45.8296,12.0339
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,6420,Sandrigo,VI,Veneto,45.657,11.6025
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,5377,Pontelongo,PD,Veneto,45.2537,12.0278
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,6991,Spiazzo,TN,Trentino Alto Adige,46.0981,10.7339
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,3,Software per la gestione della turnistica del personale,4263,Montebello Vicentino,VI,Veneto,45.4595,11.3852
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,563,Bassano Del Grappa,VI,Veneto,45.7657,11.7273
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,5936,Rossano Veneto,VI,Veneto,45.7034,11.8002
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,2135,Cittadella,PD,Veneto,45.6488,11.7836
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,2,Software per gestione della turnistica del personale,4311,Monteforte D'Alpone,VR,Veneto,45.4252,11.2903
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,7056,Strigno,TN,Trentino Alto Adige,46.0693,11.5212
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,7927,Villorba,TV,Veneto,45.7411,12.2344
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,7978,Volpago Del Montello,TV,Veneto,45.778,12.1269
C7,"Enti Pubblici Produttori di Servizi Assistenziali, Ricreativi e Culturali",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,7803,Vigone,TO,Piemonte,44.8431,7.49561
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,7341,Transacqua,TN,Trentino Alto Adige,46.1713,11.8329
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,7529,Valdagno,VI,Veneto,45.6448,11.3025
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,4464,Mori,TN,Trentino Alto Adige,45.8514,10.9788
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,3774,Malo,VI,Veneto,45.6554,11.3977
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,4280,Montecchio Maggiore,VI,Veneto,45.498,11.4213
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,4680,Oderzo,TV,Veneto,45.7798,12.4973
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,2595,Dro,TN,Trentino Alto Adige,45.9604,10.9102
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,4006,Merlara,PD,Veneto,45.1672,11.4417
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,4864,Padova,PD,Veneto,45.4064,11.8768
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,7378,Trento,TN,Trentino Alto Adige,46.0697,11.1211
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,2563,Dolo,VE,Veneto,45.4256,12.0812
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,7470,Udine,UD,Friuli Venezia Giulia,46.0711,13.2346
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,2000,Cesena,FC,Emilia Romagna,44.1396,12.2464
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,6898,Solagna,VI,Veneto,45.8193,11.7142
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,5007,Pederobba,TV,Veneto,45.8744,11.9483
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,4914,Palmanova,UD,Friuli Venezia Giulia,45.9094,13.3057
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,3,Gestione automatica dello sviluppo dei turni nel rispetto della normativa,7760,Vicenza,VI,Veneto,45.5455,11.5354
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,4928,Paluzza,UD,Friuli Venezia Giulia,46.58,12.9969
C7,"Enti Pubblici Produttori di Servizi Assistenziali, Ricreativi e Culturali",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,1924,Cercenasco,TO,Piemonte,44.8603,7.50358
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,6142,San Felice Sul Panaro,MO,Emilia Romagna,44.8459,11.1403
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,5706,Rio Saliceto,RE,Emilia Romagna,44.8106,10.8044
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,3637,Lonigo,VI,Veneto,45.3883,11.3879
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Turni di lavoro,Turni di lavoro,Sql Server,Mssqlserver,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,5706,Rio Saliceto,RE,Emilia Romagna,44.8106,10.8044
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,5043,Pergine Valsugana,TN,Trentino Alto Adige,46.0617,11.237
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,1404,Carpi,MO,Emilia Romagna,44.7839,10.8797
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,2317,Cordenons,PN,Friuli Venezia Giulia,45.9858,12.7036
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,3,Software per la gestione della turnistica del personale,2814,Folgaria,TN,Trentino Alto Adige,45.9157,11.1718
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,5021,Pellizzano,TN,Trentino Alto Adige,46.3114,10.7584
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,2443,Crevalcore,BO,Emilia Romagna,44.72,11.1486
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,3321,Illasi,VR,Veneto,45.468,11.1802
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,4030,Mezzocorona,TN,Trentino Alto Adige,46.2153,11.1199
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,2537,Desio,MB,Lombardia,45.6232,9.21004
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,3,Software per la gestione della turnistica del personale,5961,Rovereto,TN,Trentino Alto Adige,45.891,11.0398
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,7099,Taio,TN,Trentino Alto Adige,46.3224,11.0658
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Turni di lavoro,Turni di lavoro,Sql Server,Mssqlserver,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,1422,Cartigliano,VI,Veneto,45.7153,11.6947
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,5727,Riva Del Garda,TN,Trentino Alto Adige,45.8885,10.8427
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Turni di lavoro,Turni di lavoro,Sql Server,Mssqlserver,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,1718,Castelnovo Di Sotto,RE,Emilia Romagna,44.8131,10.5623
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,1422,Cartigliano,VI,Veneto,45.7153,11.6947
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,5194,Pieve Di Cento,BO,Emilia Romagna,44.7149,11.3041
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,5228,Pinzolo,TN,Trentino Alto Adige,46.1598,10.765
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,2144,Cividale Del Friuli,UD,Friuli Venezia Giulia,46.0962,13.4292
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,Turni di lavoro,Turni di lavoro,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,Software per la gestione della turnistica del personale,1718,Castelnovo Di Sotto,RE,Emilia Romagna,44.8131,10.5623
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Turni@rc Web Edition,Turni@rc Web Edition,Archimede,Archimede,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestione Turni di reparto,3325,Imola,BO,Emilia Romagna,44.36,11.7124
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,IBM DB2,AS400 DB2,UAM,Uam,Dedalus,Dedalus,1078,1078,Licenza d'uso,Licenza d'uso,1,Procedura amministrativo contabile Aziendale-moduli integrati,5253,Pistoia,PT,Toscana,43.9303,10.9079
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Amministrazione,Amministrazione,IBM DB2,Db2,Uam,Uam,Dedalus S.p.A. - Firenze,Dedalus,1078,1078,Licenza d'uso,Licenza d'uso,1,"Pacchetto applicativo per le funzionalità del Dipartimento Amministrativo (gestione ordini, magazzino, contabilità generale) e del Controllo di Gestione (contabilità analitica)",2433,Cremona,CR,Lombardia,45.1332,10.0227
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,IBM DB2,Db2/400,UGS,UGS,Dedalus s.p.a.,Dedalus,1078,1078,Licenza d'uso,Licenza d'uso,1,Anagrafe aziendale assistiti ed assistibili,2135,Cittadella,PD,Veneto,45.6488,11.7836
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,IBM DB2,AS400 DB2,UGS CUP,UGS CUP,Dedalus,Dedalus,1078,1078,Licenza d'uso,Licenza d'uso,1,"gestione integrata sanitaria territoriale(CUP, anagrafe, ADT, piani di lavoro) - modulare integrata",5253,Pistoia,PT,Toscana,43.9303,10.9079
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,IBM DB2,Db2/400,UGS-H0,UGS-H0,Dedalus s.p.a.,Dedalus,1078,1078,Licenza d'uso,Licenza d'uso,3,Ricoveri Ospedalieri,2135,Cittadella,PD,Veneto,45.6488,11.7836
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,IBM DB2,Db2/400,UGS-HP,UGS-HP,Dedalus s.p.a.,Dedalus,1078,1078,Licenza d'uso,Licenza d'uso,4,Pronto Soccorso,2135,Cittadella,PD,Veneto,45.6488,11.7836
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,IBM DB2,Db2/400,UGS-P2,UGS-P2,Dedalus s.p.a.,Dedalus,1078,1078,Licenza d'uso,Licenza d'uso,2,Centro Unico Prenotazioni,2135,Cittadella,PD,Veneto,45.6488,11.7836
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,MySql,Mysql,UMACA - Log80,UMACA - Log80,Log80,Log80,1078,1078,Licenza d'uso,Licenza d'uso,1,Strumento per la gestione dei farmaci antiblastici,4954,Parma,PR,Emilia Romagna,44.7993,10.3382
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,MySql,Mysql,Uomo,Uomo,Log80,Log80,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestione medicina preventiva,3325,Imola,BO,Emilia Romagna,44.36,11.7124
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,IBM DB2,AS400 DB2,UPE,UPE,Dedalus,Dedalus,1078,1078,Licenza d'uso,Licenza d'uso,1,"Procedura stipendiali LP,MMG,PLS",5253,Pistoia,PT,Toscana,43.9303,10.9079
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Firebird,Firebird,Urano,Urano,Gea di Fioretti Massimiliano SAS & C. Colle Romito (RM),Gea di Fioretti Massimiliano,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestione dell'attività del medico competente,2433,Cremona,CR,Lombardia,45.1332,10.0227
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,MySql,Dbms mysql,UroGine 1.0 Patologie Pavimento Pelvico,UroGine 1.0 Patologie Pavimento Pelvico,CED Azienda Ospedaliera Sant'Anna,CED Azienda Ospedaliera Sant'Anna,1628,1628,Nessuna,Nessuna,1,Cartella clinica specialistica per le pazienti affette da patologie del pavimento pelvico,2272,Como,CO,Lombardia,45.8081,9.08518
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,MySql,Mysql,URP,Urp,Micra S.r.l.,Micra,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestionale per Ufficio Relazioni con il Pubblico,5062,Perugia,PG,Umbria,43.1107,12.3908
