codice_tipologia,provincia,regione,soggetto,formato,prodotto,produttore
L8,LC,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L7,SO,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L8,LO,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L8,BS,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L7,BG,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L7,BS,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L7,LC,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L7,LO,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L7,MB,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L7,MI,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L8,VA,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L7,CR,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L8,MI,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L8,MB,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L8,MI,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L8,CR,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L8,BS,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L8,VA,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L8,BG,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record,Lombardia informatica
L8,MI,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record_x000D_,Lombardia informatica
L8,SO,Lombardia,Salute,Oracle,RPY/EPR - Repository & Electronic Patient Record_x000D_,Lombardia informatica
L8,CO,Lombardia,Organizzazione,Mysql,RS,CED Azienda Ospedaliera Sant'Anna
L7,CR,Lombardia,Salute,Microsoft SQL Server,RSAWeb,Sistemaintranet.com Snc - Porto Mantovano (MN)
L7,SV,Liguria,Salute,Microsoft SQL Server,S7,Inpdap
L8,GE,Liguria,Previdenza e assistenza,Microsoft SQL Server,S7,Inps
L8,GE,Liguria,Lavoro,Oracle,S7,Inps
L8,MI,Lombardia,Salute,Oracle,SA4ADT - Gestione Sanitaria Ospedaliera,Data processing
L8,MI,Lombardia,Salute,Oracle,SA4AMB - Gestione Ambulatoriale,Data processing
L8,MI,Lombardia,Salute,Oracle,SA4APC - Anagrafe Pazienti Centralizzata,Data processing
L8,MI,Lombardia,Salute,Oracle,SA4CAP - Certificato Assistenza al parto,Data processing
L8,MI,Lombardia,Salute,Oracle,SA4CUP - Centro Unico Prenotazione,Data processing
L7,FE,Emilia Romagna,Salute,Oracle,SA4GST,Data processing
L7,CR,Lombardia,Salute,Oracle,SA4WEB,ADS S.p.A. - Bologna
L7,MI,Lombardia,Salute,Oracle,Salute Mentale,DSP
L7,MI,Lombardia,Altro: amministrazione,Mysql,SAN_Z,ASL Milano 2
L8,BA,Puglia,Salute,Oracle 11g Express Edition,SAPIO,Sviluppato internamente (Dipartimento interdisciplinare medicina ospedaliera)
L7,SS,Sardegna,Salute,Microsoft SQL Server,SAR,"RTI (Engineering.mo, AICOF, CGM)"
L7,VS,Sardegna,Salute,Microsoft SQL Server,SAR,"RTI (Engineering.mo, AICOF, CGM)"
L7,OG,Sardegna,Salute,Microsoft SQL Server,SAR,"RTI (Engineering.mo, AICOF, CGM)"
L7,OT,Sardegna,Salute,Microsoft SQL Server,SAR,"RTI (Engineering.mo, AICOF, CGM)"
L7,CA,Sardegna,Salute,Microsoft SQL Server,SAR,"RTI (Engineering.mo, AICOF, CGM)"
L7,CR,Lombardia,Salute,Sas,SAS,Santer Reply S.p.a. - Milano
L7,CR,Lombardia,Amministrazione,Sas,SAS,Santer Reply S.p.a. - Milano
L7,SV,Liguria,Salute,DB SAS,SAS,SAS
L7,PG,Umbria,Salute,Mysql,SAT,Micra S.r.l.
L8,CN,Piemonte,Altro: pubblicazioni,Dbms,Saturnpubbl,Siscom spa
L34,RE,Emilia Romagna,Previdenza e assistenza,Firebird,SCHEDA FAR,Cba informatica
L34,RN,Emilia Romagna,Previdenza e assistenza,Firebird,SCHEDA FAR,Cba informatica
L34,FE,Emilia Romagna,Previdenza e assistenza,Firebird,SCHEDA FAR,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,SCHEDA NSIS,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,SCHEDA NSIS,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,SCHEDA NSIS,Cba informatica
L34,TN,Trentino Alto Adige,Altro: Gestione utenti,Firebird,SCHEDA VALUTAZIONE REGIONALE S.Va.M.A.,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,SCHEDE DI VALUTAZIONE REGIONALI (SVAMA),Cba informatica
L34,PC,Emilia Romagna,Salute,Microsoft SQL Server,Schede VMD,Esakon snc
L34,VE,Veneto,Salute,Microsoft SQL Server,Schede VMD,Esakon snc
L8,BO,Emilia Romagna,Salute,Microsoft SQL Server,Scheduler,UMS
L7,FE,Emilia Romagna,Salute,MSSQL2005,Screening,Dedalus
L7,MI,Lombardia,Salute,Microsoft SQL Server,Screening,Dedalus
L7,VA,Lombardia,Salute,Microsoft SQL Server,Screening,Dedalus
L7,CR,Lombardia,Salute,Microsoft SQL Server,Screening,Dedalus
L7,RO,Veneto,Salute,Oracle,Screening,Gruppo SW Regionale
L7,SV,Liguria,Salute,Oracle,Screening,Noemalife
L7,CI,Sardegna,Salute,Microsoft SQL Server,Screening,Te.Mo.Sa. Srl
L7,BS,Lombardia,Salute,Oracle,ScreeningWeb,Dedalus
L7,PI,Toscana,Salute,Microsoft SQL Server,ScreeningWeb,Dedalus
L7,BS,Lombardia,Salute,Oracle,ScreeningWeb,Dedalus
L7,BS,Lombardia,Salute,Sql,ScreeningWeb,Dedalus
L7,MN,Lombardia,Salute,Microsoft SQL Server,Screening WEB multisessione,Dedalus
L8,MI,Lombardia,Salute, Lotus Notes,ScribaGD,GPI s.p.a.
L8,MI,Lombardia,Salute, Lotus Notes,ScribaGP,GPI s.p.a.
L7,CI,Sardegna,Salute,Oracle,SCRWEB,Dedalus
L7,OR,Sardegna,Salute,Oracle,SCRWEB,Dedalus
L7,OG,Sardegna,Salute,Oracle,SCRWEB,Dedalus
L8,MI,Lombardia,Salute,Microsoft SQL Server,Scryba,FUJIFILM con MEDAS
L7,AO,Valle D'Aosta,Lavoro,Microsoft SQL Server,Scryba,Medas
L7,AO,Valle D'Aosta,Lavoro,Postgresql,Scryba Sign,Medas
L7,MN,Lombardia,Salute,Firebird,Scudo,STUDIOSOFT INFORMATICA S.r.l.
L7,AQ,Abruzzo,Salute,DB2 AS/400,SDO_DRGEUR,ASL 1
L34,VI,Veneto,Rette e contabilità,Microsoft SQL Server,Senior,Sodo Informatica S.r.l.
L34,VI,Veneto,Rette e contabilità,Microsoft SQL Server,Senior,Sodo Informatica S.r.l.
L34,RE,Emilia Romagna,Rette e contabilità,Microsoft SQL Server,Senior,Sodo Informatica S.r.l.
L34,SI,Toscana,Rette e contabilità,Microsoft SQL Server,Senior,Sodo Informatica S.r.l.
L34,RE,Emilia Romagna,Rette e contabilità,Microsoft SQL Server,Senior,Sodo Informatica S.r.l.
L8,BA,Puglia,Salute,Oracle,SENOLAB,FIORITO
L34,BZ,Trentino Alto Adige,Previdenza e assistenza,Oracle,SENSO,Informatica Alto Adige
L7,AL,Piemonte,Salute,Mysql,SEREMI,SaS Institute
L7,SV,Liguria,Salute,Oracle,SERT,Ciditech
L7,TE,Abruzzo,Salute,Microsoft SQL Server,SERVET,Equipe S.r.l.
L34,TV,Veneto,Bilancio,Firebird,SERVIZIO DI MANUTENZIONE,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,SERVIZIO DI MANUTENZIONE,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,SERVIZIO DI MANUTENZIONE,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,SERVIZIO MANUTENZIONE,Cba informatica
L8,PZ,Basilicata,Lavoro,Oracle,SERVIZI PESONALE,Publisys S.p.A
L7,MI,Lombardia,Salute,Mysql,Sesit,Farmaleader
L7,MN,Lombardia,Salute,Firebird,Sestante,STUDIOSOFT INFORMATICA S.r.l.
L34,TN,Trentino Alto Adige,Bilancio,Microsoft SQL Server,SGA MILLENNIUM,Esakon Snc di Italo Parolari e Roberto Betta
L7,MI,Lombardia,Salute,Oracle,SGD,DSP srl
L8,MI,Lombardia,Salute,Oracle,SGP,Engineering
L7,LU,Toscana,Salute,Oracle,SGP,Engineering
L7,BI,Piemonte,Salute,Oracle,SGP,Engineering
L8,MI,Lombardia,Salute,Oracle,SGP,Engineering
L8,SO,Lombardia,Salute,Oracle,SGP,Engineering
L7,LU,Toscana,Salute,Oracle,SGP,Engineering
L34,TN,Trentino Alto Adige,Trasparenza,Firebird,SHERPA,ESAKON s.n.c. di I. Parolari e R. Betta
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Microsoft SQL Server,SHERPA,Esakon Snc di Italo Parolari e Roberto Betta
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Microsoft SQL Server,SHERPA,Esakon Snc di Italo Parolari e Roberto Betta
L34,VI,Veneto,Bilancio,Microsoft SQL Server,SherpaWeb,Esakon snc
L34,PC,Emilia Romagna,Salute,Microsoft SQL Server,SherpaWeb,Esakon snc
L34,VI,Veneto,Altro: paghe,Microsoft SQL Server,SherpaWeb,Esakon snc
L34,TN,Trentino Alto Adige,Salute,Microsoft SQL Server,SherpaWeb,Esakon snc
L34,VE,Veneto,Salute,Microsoft SQL Server,SherpaWeb,Esakon snc
L34,VR,Veneto,Salute,Microsoft SQL Server,SherpaWeb,Esakon snc
L34,TN,Trentino Alto Adige,Salute,Microsoft SQL Server,SherpaWeb,Esakon snc
L34,VI,Veneto,Salute,Microsoft SQL Server,SherpaWeb,Esakon snc
L34,VI,Veneto,Salute,Microsoft SQL Server,SherpaWeb,Esakon snc
L34,TN,Trentino Alto Adige,Salute,Microsoft SQL Server,SherpaWeb,Esakon snc
L34,TN,Trentino Alto Adige,Bilancio,Microsoft SQL Server,SherpaWeb,Esakon snc
L7,OR,Sardegna,Salute,Oracle,SIAN SISaR,Engineering
L7,CA,Sardegna,Salute,Oracle,SIAN SISaR,Engineering
L7,OG,Sardegna,Salute,Oracle,SIAN SISaR,Engineering
L34,PR,Emilia Romagna,Altro: segreteria,Dbf Visual FoxPro 8,Sici gestione protocollo,Studio K s.r.l.
L34,FE,Emilia Romagna,Altro: specificare Gestione Personale,Dbf Visual FoxPro 8,Sici Paghe,Studio K s.r.l.
L34,FE,Emilia Romagna,Altro: specificare Gestione Personale,Dbf Visual FoxPro 8,Sici Rilevazione Presenze,Studio K s.r.l.
L8,PR,Emilia Romagna,Sicurezza,Microsoft SQL Server,SicurWeb,Infotel Sistemi S.r.l.
L7,OT,Sardegna,Salute,Oracle,SIDI SISaR,Engineering
L7,CA,Sardegna,Salute,Oracle,SIDI SISaR,Engineering
L7,OR,Sardegna,Salute,Oracle,SIDI SISaR,Engineering
L7,SS,Sardegna,Salute,Oracle,SIDI SISaR,Engineering
L7,VS,Sardegna,Salute,Oracle,SIDI SISaR,Engineering
L7,OG,Sardegna,Salute,Oracle,SIDI SISaR,Engineering
L7,CA,Sardegna,Salute,Oracle,SIDI SISaR,Engineering
L8,TR,Umbria,Salute,Oracle,Siemens LMX,Siemens
L8,TR,Umbria,Salute,Oracle,Siemens TDWEB,Siemens
L8,TR,Umbria,Salute,Microsoft SQL Server,Siform,Az.Osp. S.Maria di Terni
L8,TR,Umbria,Salute,Microsoft SQL Server,Sigeos 2008,Target informatica
L8,TR,Umbria,Salute,Microsoft SQL Server,Siges,Target informatica
L7,AQ,Abruzzo,Lavoro,DB2 AS/400,SIGMAPERS,Sigma Informatica
L7,RO,Veneto,Salute,DB2 AS/400,SIGMAPERS,Sigma Informatica
L8,PZ,Basilicata,Lavoro,Oracle,Sigru,Publisys S.p.A
L7,PI,Toscana,Personale,Oracle,S.I.I.,Dedalus
L7,RC,Calabria,Gestione documentale,Sybase sql anywhere,SIIPAL,Golem software s.r.l.
L8,CZ,Calabria,Gestione documentale,Sybase sql anywhere,SIIPAL,Golem software s.r.l.
L7,CZ,Calabria,Gestione documentale,Sybase sql anywhere,SIIPAL,Golem software s.r.l.
L7,VS,Sardegna,Salute,Microsoft SQL Server,SILUS,Noemalife
L7,SS,Sardegna,Salute,Microsoft SQL Server,SILUS,Noemalife
L7,OT,Sardegna,Salute,Microsoft SQL Server,SILUS,Noemalife
L7,CA,Sardegna,Salute,Microsoft SQL Server,SILUS,Noemalife
L7,OG,Sardegna,Salute,Microsoft SQL Server,SILUS,Noemalife
L7,MN,Lombardia,Salute,Microsoft SQL Server,Sim_mortalità,STUDIOSOFT INFORMATICA S.r.l.
L7,AQ,Abruzzo,Salute,Oracle,Simora,Edinext
L8,TR,Umbria,Salute,Microsoft SQL Server,Simpledo,SBG
L8,BG,Lombardia,Salute,Oracle,Sincromed - Gestione refertazione delle immagini radiologiche,FujiFilm
L8,TR,Umbria,Salute,Microsoft SQL Server,Sinedi,Az.Osp. S.Maria di Terni
L7,PT,Toscana,Salute,Oracle,SINSS- ASTER,Caribel Programmazione
L8,CZ,Calabria,Gestione documentale,Microsoft SQL Server,SIO,Infosys
L34,TN,Trentino Alto Adige,Lavoro,Firebird,SIPCAR NEWS,Cba informatica
L34,VI,Veneto,Lavoro,Firebird,SIPCAR NEWS,Cba informatica
L34,TN,Trentino Alto Adige,Lavoro,Firebird,SIPCAR NEWS,Cba informatica
L34,TN,Trentino Alto Adige,Lavoro,Firebird,SIPCAR NEWS,Cba informatica
L34,BZ,Trentino Alto Adige,Lavoro,Firebird,Stipendi,Cba informatica
L7,MI,Lombardia,Altro: amministrazione,NSF IBM Domino,SIPR,Sistemi Informativi Srl
L7,OG,Sardegna,Salute,Oracle,SIPSO,AICOF
L7,CI,Sardegna,Salute,Oracle,SIPSO,AICOF
L7,CA,Sardegna,Salute,Oracle,SIPSO,AICOF
L7,OR,Sardegna,Salute,Oracle,SIPSO,AICOF
L8,BO,Emilia Romagna,Salute,Oracle,Sir,Engineering
L8,BO,Emilia Romagna,Salute,Oracle,Sir,Engineering
L34,UD,Friuli Venezia Giulia,Previdenza e assistenza,Oracle,SIRA-FVG,Insoft srl
L34,TS,Friuli Venezia Giulia,Previdenza e assistenza,Oracle,SIRA-FVG,Insoft srl
L34,UD,Friuli Venezia Giulia,Previdenza e assistenza,Oracle,SIRA-FVG,Insoft srl
L34,PR,Emilia Romagna,Lavoro,/,SIRP2000,Ragni sistemi
L34,PR,Emilia Romagna,Lavoro,Sql,SIRP2000,Ragni sistemi
L7,OT,Sardegna,Salute,Oracle,SISaR,Engineering
L7,CA,Sardegna,Bilancio,Oracle,SISaR,Engineering
L7,OR,Sardegna,Salute,Oracle,SISaR,Engineering
L7,CA,Sardegna,Bilancio,Oracle,SISaR,Engineering
L7,OR,Sardegna,Bilancio,Oracle,SISaR,Engineering
L7,SS,Sardegna,Bilancio,Oracle,SISaR,Engineering
L7,VS,Sardegna,Bilancio,Oracle,SISaR,Engineering
L7,OG,Sardegna,Bilancio,Oracle,SISaR,Engineering
L7,OT,Sardegna,Bilancio,Oracle,SISaR,Engineering
L7,SS,Sardegna,Salute,Oracle,SISaR,Engineering
L7,VS,Sardegna,Salute,Oracle,SISaR,Engineering
L7,CA,Sardegna,Salute,Oracle,SISaR,Engineering
L7,OG,Sardegna,Salute,Oracle,SISaR,Engineering
L7,CA,Sardegna,Salute,Oracle,SISaR,Engineering
L7,CI,Sardegna,Salute,Oracle,SISaR-SIDI,Engineering
L7,OG,Sardegna,Salute,Oracle,SISaR-SIDI,Engineering
L7,OR,Sardegna,Salute,Oracle,SISaR-SIDI,Engineering
L7,CA,Sardegna,Salute,Oracle,SISaR-SIDI,Engineering
L7,OT,Sardegna,Salute,Microsoft SQL Server,SISaR SIO AS,Engineering
L7,OG,Sardegna,Salute,Microsoft SQL Server,SISaR SIO AS,Engineering
L7,VS,Sardegna,Salute,Microsoft SQL Server,SISaR SIO AS,Engineering
L7,CA,Sardegna,Salute,Microsoft SQL Server,SISaR SIO AS,Engineering
L7,SS,Sardegna,Salute,Microsoft SQL Server,SISaR SIO AS,Engineering
L7,BS,Lombardia,Salute,Sql,SISCA,Gruppo SE.CO.GES
L8,PR,Emilia Romagna,Salute,Microsoft SQL Server,Sisifo,LUI ASSOCIATI S.R.L.
L7,RO,Veneto,Salute,Oracle,SI (Sportello Integrato),GPI
L7,OG,Sardegna,Salute,Oracle,SISP SISaR,Engineering
L7,OR,Sardegna,Salute,Oracle,SISP SISaR,Engineering
L7,CA,Sardegna,Salute,Oracle,SISP SISaR,Engineering
L8,CR,Lombardia,Salute,Mysql,SISR,CSAmed
L8,CO,Lombardia,Salute,Oracle,SISS,Lombardia informatica
L8,CO,Lombardia,Salute,Oracle,SISS,Lombardia informatica
L8,MI,Lombardia,Salute,Mysql,Sistema H,S.I.A.
L34,PD,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VE,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,RE,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
L7,CI,Sardegna,Salute,"Oracle, Sql Server",Sistema PACS,R.T.I. Noemalife S.p.a. e Athena s.r.l.
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TV,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VR,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TV,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
C7,PD,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,PD,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
C7,TO,Piemonte,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,PD,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,IM,Liguria,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TV,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,MO,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
L34,UD,Friuli Venezia Giulia,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TV,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TV,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,BL,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VR,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,RO,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VR,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TV,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,PD,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,RA,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TV,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TV,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,BO,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VR,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,BO,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
L34,PD,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,RA,Emilia Romagna,Sicurezza,Licenza d'uso,Sistema password,Cba informatica
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,RE,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VR,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,MO,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
C7,TO,Piemonte,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,RE,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TV,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,MO,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
L34,MB,Lombardia,Sicurezza,Firebird,Sistema password,Cba informatica
L34,PD,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,MO,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TV,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
C7,TO,Piemonte,Sicurezza,Firebird,Sistema password,Cba informatica
L34,BZ,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,VI,Veneto,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TS,Friuli Venezia Giulia,Sicurezza,Firebird,Sistema password,Cba informatica
L34,PN,Friuli Venezia Giulia,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,FC,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
L34,PR,Emilia Romagna,Sicurezza,Firebird,Sistema password,Cba informatica
L34,TN,Trentino Alto Adige,Sicurezza,Firebird,Sistema password,Cba informatica
L34,FE,Emilia Romagna,Sicurezza,Firebord,Sistema password,Cba informatica
L7,BO,Emilia Romagna,Salute,Oracle,Sister,Regione Emilia Romagna
L7,BO,Emilia Romagna,Salute,Mysql,Sister,Studio Magdala
L7,RC,Calabria,Gestione SDO,Microsoft SQL Server,SisWeb,Iasi
L7,TE,Abruzzo,Salute,Oracle,SisWeb,Iasi s.rl.
L7,TE,Abruzzo,Salute,Oracle,SisWeb,Iasi s.rl.
L7,TE,Abruzzo,Salute,Oracle,SisWeb,Iasi s.rl.
L7,AQ,Abruzzo,Salute,Microsoft SQL Server,SisWeb ADT,Iasi
L7,AQ,Abruzzo,Salute,Microsoft SQL Server,SisWeb CUP,Iasi
L7,AQ,Abruzzo,Salute,Microsoft SQL Server,SisWeb PS,Iasi
L7,MI,Lombardia,Salute,Oracle,SIT,GPI s.p.a.
L7,BS,Lombardia,Salute,Oracle,SIT,GPI s.p.a.
L7,MN,Lombardia,Salute,Oracle,SIT,GPI s.p.a.
L7,MI,Lombardia,Salute,Oracle,SIT Consultori,GPI
L7,CR,Lombardia,Salute,Oracle,SIT Consultori,Santer Reply S.p.a. - Milano
L7,PT,Toscana,Salute,Mysql,Sitef,Sdipi
L7,PI,Toscana,Comunicazioni,Mysql,Siti Web esterno e interno,Estav Nord Ovest
L34,PC,Emilia Romagna,Comunicazioni,Mysql,Sito istituzionale,CSAmed
L7,PI,Toscana,Comunicazioni,Mysql,Sito Web,Estav Nord Ovest
L7,MI,Lombardia,Comunicazioni,NSF IBM Domino,Sito Web,IBM Italia Spa
L7,MI,Lombardia,Salute,Oracle,SIV,Invisiblefarm
L7,MI,Lombardia,Salute,Non noto (database in outsourcing),SIVIAN,Invisiblefarm
L7,VA,Lombardia,Salute,Mysql,SIVIAN,Invisiblefarm
L8,GE,Liguria,Salute,Oracle,SO,Csio srl
L8,GE,Liguria,Salute,Oracle,SO,Csio srl
L8,BO,Emilia Romagna,Bilancio,Oracle,SO4,Data processing
L8,PZ,Basilicata,Gestione del personale,Oracle,SO4,Data processing
L8,PV,Lombardia,Salute,Microsoft SQL Server,SOFIA,SANTA LUCIA
L34,TN,Trentino Alto Adige,Salute,Microsoft SQL Server,Software TGR - Suite Bustermed,Spid spa
L8,GE,Liguria,Salute,Oracle,SOLDANELLA,Noemalife
L8,GE,Liguria,Altro: gestione accessi,Microsoft SQL Server,SOLDANELLA,Noemalife
L8,GE,Liguria,Salute,Oracle,SOLDANELLA,Noemalife
L8,GE,Liguria,Salute,Oracle,SOLDANELLA,Noemalife
L8,GE,Liguria,Salute,Oracle,SOLDANELLA,Noemalife
L8,GE,Liguria,Bilancio,Oracle,SOLDANELLA,Noemalife
L7,BS,Lombardia,Salute,Oracle,SOLDANELLA,Praezision life
L7,BS,Lombardia,Salute,Microsoft SQL Server,SOLDANELLA,Praezision life
L7,PD,Veneto,Salute,Oracle,SOLINFO,Solinfo s.r.l.
L34,PD,Veneto,Comunicazioni,Microsoft SQL Server,SolutionDOC,2C SOLUTION S.r.l.
L7,MI,Lombardia,Comunicazioni,DB Embedded nell'Appliance,Sophos Email Appliance,Sophos Ltd
L34,BO,Emilia Romagna,Previdenza e assistenza,Microsoft SQL Server,Sosia ASP,Softech Engineering SRL
L34,MB,Lombardia,Previdenza e assistenza,Firebird,SOSIA RSA CDI/SDO,Cba informatica
L34,BZ,Trentino Alto Adige,Previdenza e assistenza,Oracle,SOZINFO,Informatica Alto Adige
L8,MI,Lombardia,Salute,Oracle,SPAGIC,Open source
L8,MI,Lombardia,Salute,Oracle,SpagoBI,Open source
L8,TO,Piemonte,ALTRO: Cruscotto direzionale,Oracle,SpagoBI,Engineering
L8,TO,Piemonte,Bilancio,Oracle,SpagoBI,Engineering
