"codice_ipa","denominazione","codice_fiscale","mail","mail_pec","codice_tipologia","codice_localizzazione"
"istsc_sstd09000t","ISTITUTO TECNICO COMMERCIALE - AMM/VO PER IL TURISMO D. PANEDDA","91009360909","sstd09000t@pec.istruzione.it",t,"L33",4692
"istsc_sste01000c","ISTITUTO TECNICO PER ATTIVITA' SOCIALI - SALVATOR RUIU","80004690907","sste01000c@pec.istruzione.it",t,"L33",6625
"istsc_sstf010007","ISTITUTO TECNICO INDUSTRIALE - G. M. ANGIOY SASSARI","80004330900","sstf010007@pec.istruzione.it",t,"L33",6625
"istsc_sstl01000b","ISTITUTO TECNICO PER GEOMETRI - ITG G.M. DEVILLA","80005010907","sstl01000b@pec.istruzione.it",t,"L33",6625
"istsc_ssvc010009","CONVITTO NAZIONALE - CANOPOLENO","80000150906","ssvc010009@pec.istruzione.it",t,"L33",6625
"istsc_svic80100e","ISTITUTO COMPRENSIVO - IST. COMPRENSIVO DI SASSELLO","80014870093","svic80100e@pec.istruzione.it",t,"L33",6626
"istsc_svic80200a","ISTITUTO COMPRENSIVO - MILLESIMO","92071100090","svic80200a@pec.istruzione.it",t,"L33",4053
"istsc_svic803006","ISTITUTO COMPRENSIVO - DI CARCARE","80014850095","svic803006@pec.istruzione.it",t,"L33",1349
"istsc_svic80500t","ISTITUTO COMPRENSIVO - ISTITUTO COMPRENSIVO ANDORA/LAI","90051570092","svic80500t@pec.istruzione.it",t,"L33",228
"istsc_svic80600n","ISTITUTO COMPRENSIVO - ISTITUTO COMPRENSIVO STATALE","90051580091","svic80600n@pec.istruzione.it",t,"L33",100
"istsc_svic809005","ISTITUTO COMPRENSIVO - DI QUILIANO","92090280097","svic809005@pec.istruzione.it",t,"L33",5581
"istsc_svic810009","ISTITUTO COMPRENSIVO - DI VADO LIGURE","92090220093","svic810009@pec.istruzione.it",t,"L33",7507
"istsc_svic81400l","ISTITUTO COMPRENSIVO - ISTITUTO COMPRENSIVO SAVONA III","92099060094","svic81400l@pec.istruzione.it",t,"L33",6653
"istsc_toee01800p","DIREZIONE DIDATTICA - D'AZEGLIO","80094530013","toee01800p@pec.istruzione.it",t,"L33",7251
"istsc_svic81500c","ISTITUTO COMPRENSIVO - ISTITUTO COMPRENSIVO ALBENGA II","90057040090","svic81500c@pec.istruzione.it",t,"L33",117
"istsc_svic81800x","ISTITUTO COMPRENSIVO - IST. COMPRENSIVO FINALE LIGURE","90056980098","svic81800x@pec.istruzione.it",t,"L33",2774
"istsc_svis00100p","ISTRUZIONE SECONDARIA SUPERIORE - IST.TEC. 'GIOVANNI FALCONE' - LOANO","90035700096","svis00100p@pec.istruzione.it",t,"L33",3599
"istsc_svis00200e","ISTRUZIONE SECONDARIA SUPERIORE - IST. PROFESSIONALE FINALE L.","82006030090","svis00200e@pec.istruzione.it",t,"L33",2774
"istsc_svis00300a","ISTRUZIONE SECONDARIA SUPERIORE - IST. SECONDARIO SUP. DI CAIRO MONTENOTTE","80003520097","svis00300a@pec.istruzione.it",t,"L33",1044
"istsc_svis00800d","ISTRUZIONE SECONDARIA SUPERIORE - LICEO CHIABRERA- MARTINI","92090320091","svis00800d@pec.istruzione.it",t,"L33",6653
"istsc_svis009009","ISTRUZIONE SECONDARIA SUPERIORE - FERRARIS-PANCALDO","01548490091","svis009009@pec.istruzione.it",t,"L33",6653
"istsc_svis011009","ISTRUZIONE SECONDARIA SUPERIORE - ISTITUTO TECNICO BOSELLI-ALBERTI SV","80008110092","svis011009@pec.istruzione.it",t,"L33",6653
"istsc_svpc030001","LICEO CLASSICO - LICEO 'S.GIUSEPPE CALASANZIO' - CARCARE","80015250097","svpc030001@pec.istruzione.it",t,"L33",1349
"istsc_svpm01000x","ISTITUTO MAGISTRALE - LICEO ' G. DELLA ROVERE ' SAVONA","80014290094","svpm01000x@pec.istruzione.it",t,"L33",6653
"istsc_svps01000v","LICEO SCIENTIFICO - ORAZIO GRASSI","80015910096","svps01000v@pec.istruzione.it",t,"L33",6653
"istsc_taee011001","DIREZIONE DIDATTICA - XI TARANTO VICO","80015900733","taee011001@pec.istruzione.it",t,"L33",7112
"istsc_taee01200r","DIREZIONE DIDATTICA - XII CIRCOLO TEMPESTA","80013730736","taee01200r@pec.istruzione.it",t,"L33",7112
"istsc_taee016004","DIREZIONE DIDATTICA - XVI CIRCOLO EUROPA","80020770733","taee016004@pec.istruzione.it",t,"L33",7112
"istsc_taee023007","DIREZIONE DIDATTICA - XXIII TARANTO R. CARRIERI","80024660732","taee023007@pec.istruzione.it",t,"L33",7112
"istsc_taee08300v","DIREZIONE DIDATTICA - I CIRCOLO DIDATTICO MARIA PIA","80017190739","taee08300v@pec.istruzione.it",t,"L33",6183
"istsc_taic802004","ISTITUTO COMPRENSIVO - G. GALILEI","80010490730","taic802004@pec.istruzione.it",t,"L33",7112
"istsc_taic80300x","ISTITUTO COMPRENSIVO - PIRANDELLO","90029700730","taic80300x@pec.istruzione.it",t,"L33",7112
"istsc_taic80400q","ISTITUTO COMPRENSIVO - G.PASCOLI","90134440735","taic80400q@pec.istruzione.it",t,"L33",6183
"istsc_taic80600b","ISTITUTO COMPRENSIVO - T. DEL BENE","80013210739","taic80600b@pec.istruzione.it",t,"L33",3884
"istsc_taic807007","ISTITUTO COMPRENSIVO - MORLEO","90122000731","taic807007@pec.istruzione.it",t,"L33",414
"istsc_taic808003","ISTITUTO COMPRENSIVO - MARCONI","90121430731","taic808003@pec.istruzione.it",t,"L33",4885
"istsc_taic810003","ISTITUTO COMPRENSIVO - L. DA VINCI","90121600739","taic810003@pec.istruzione.it",t,"L33",4330
"istsc_taic81200p","ISTITUTO COMPRENSIVO - MADONNA DELLA CAMERA","90122040737","taic81200p@pec.istruzione.it",t,"L33",4372
"istsc_taic81700t","ISTITUTO COMPRENSIVO - V. ALFIERI","90121800735","taic81700t@pec.istruzione.it",t,"L33",7112
"istsc_taic81900d","ISTITUTO COMPRENSIVO - MARTELLOTTA","90123360738","taic81900d@pec.istruzione.it",t,"L33",7112
"istsc_taic822009","ISTITUTO COMPRENSIVO - CASALINI","90121500731","taic822009@pec.istruzione.it",t,"L33",6278
"istsc_taic829004","ISTITUTO COMPRENSIVO - G.SALVEMINI","90121980735","taic829004@pec.istruzione.it",t,"L33",7112
"istsc_taic830008","ISTITUTO COMPRENSIVO - FRASCOLLA","90121860739","taic830008@pec.istruzione.it",t,"L33",7112
"istsc_taic831004","ISTITUTO COMPRENSIVO - D.ALIGHIERI","90121990734","taic831004@pec.istruzione.it",t,"L33",7112
"istsc_taic83200x","ISTITUTO COMPRENSIVO - I.C. LEONARDO SCIASCIA","90129000734","taic83200x@pec.istruzione.it",t,"L33",7112
"istsc_taic83400g","ISTITUTO COMPRENSIVO - SEVERI","80012840734","taic83400g@pec.istruzione.it",t,"L33",2446
"istsc_taic83900p","ISTITUTO COMPRENSIVO - BETTOLO-XXV LUGLIO - TARANTO","90214480734","taic83900p@pec.istruzione.it",t,"L33",7112
"istsc_taic84100p","ISTITUTO COMPRENSIVO - DON BOSCO - GROTTAGLIE","90214460736","taic84100p@pec.istruzione.it",t,"L33",3261
"istsc_taic84200e","ISTITUTO COMPRENSIVO - DE AMICIS - GROTTAGLIE","90214320732","taic84200e@pec.istruzione.it",t,"L33",3261
"istsc_taic84300a","ISTITUTO COMPRENSIVO - DIAZ - LATERZA","90214500739","taic84300a@pec.istruzione.it",t,"L33",3475
"istsc_taic845002","ISTITUTO COMPRENSIVO - VIOLA - TARANTO","90214470735","taic845002@pec.istruzione.it",t,"L33",7112
"istsc_taic84600t","ISTITUTO COMPRENSIVO - PRUDENZANO - MANDURIA","90214590730","taic84600t@pec.istruzione.it",t,"L33",3790
"istsc_taic84700n","ISTITUTO COMPRENSIVO - DON BOSCO - MANDURIA","90214430739","taic84700n@pec.istruzione.it",t,"L33",3790
"istsc_taic849009","PRIMO ISTITUTO COMPRENSIVO - DE AMICIS-MASSAFRA","90214550734","taic849009@pec.istruzione.it",t,"L33",3916
"istsc_taic85000d","ISTITUTO COMPRENSIVO - PASCOLI - MASSAFRA","90214380736","taic85000d@pec.istruzione.it",t,"L33",3916
"istsc_taic851009","ISTITUTO COMPRENSIVO - SAN G.BOSCO - MASSAFRA","90214650732","taic851009@pec.istruzione.it",t,"L33",3916
"istsc_taic852005","ISTITUTO COMPRENSIVO - MANZONI - MOTTOLA","90214040736","taic852005@pec.istruzione.it",t,"L33",4512
"istsc_taic85500l","ISTITUTO COMPRENSIVO - GIOVANNI XXIII - PALAGIANO","90214600737","taic85500l@pec.istruzione.it",t,"L33",4886
"istsc_taic85600c","ISTITUTO COMPRENSIVO - GIANNI RODARI - PALAGIANO","90214330731","taic85600c@pec.istruzione.it",t,"L33",4886
"istsc_taic857008","Istituto Comprensivo Bonsegna Toniolo","90214290737","taic857008@pec.istruzione.it",t,"L33",6640
"istsc_taic858004","ISTITUTO COMPRENSIVO - 'MARCONI-MICHELANGELO' -LATERZA","90214510738","taic858004@pec.istruzione.it",t,"L33",3475
"istsc_taic85900x","ISTITUTO COMPRENSIVO - PIGNATELLI - GROTTAGLIE","90214490733","taic85900x@pec.istruzione.it",t,"L33",3261
"istsc_taic860004","ISTITUTO COMPRENSIVO - PASCOLI-GIOVINAZZI-CASTELLANETA","90214540735","taic860004@pec.istruzione.it",t,"L33",1663
"istsc_taic86200q","ISTITUTO COMPRENSIVO - 'A.R. CHIARELLI' MARTINA FRANCA","90214350739","taic86200q@pec.istruzione.it",t,"L33",3875
"istsc_taic86300g","ISTITUTO COMPRENSIVO - I.C. AOSTA - MARTINA FRANCA","90214340730","taic86300g@pec.istruzione.it",t,"L33",3875
"istsc_taic865007","ISTITUTO COMPRENSIVO - I.C. GIOVANNI XXIII","90215210734","taic865007@pec.istruzione.it",t,"L33",3875
"istsc_tais00600g","ISTRUZIONE SECONDARIA SUPERIORE - IPSS LENTINI - L.S.EINSTEIN","90002460732","tais00600g@pec.istruzione.it",t,"L33",4512
"istsc_tais00700b","ISTRUZIONE SECONDARIA SUPERIORE - SAVA FALCONE","90010220730","tais00700b@pec.istruzione.it",t,"L33",6640
"istsc_tais008007","Elsa Morante","90098500730","tais008007@pec.istruzione.it",t,"L33",2446
"istsc_tais01200v","ISTRUZIONE SECONDARIA SUPERIORE - DON MILANI-PERTINI","90122860738","tais01200v@pec.istruzione.it",t,"L33",3261
"istsc_tais017002","ISTRUZIONE SECONDARIA SUPERIORE - ITCG G. M. SFORZA","90069610732","tais017002@pec.istruzione.it",t,"L33",4886
"istsc_tais02100n","ISTRUZIONE SECONDARIA SUPERIORE - QUINTO ORAZIO FLACCO","90142270736","tais02100n@pec.istruzione.it",t,"L33",1663
"istsc_tais023009","ISTRUZIONE SECONDARIA SUPERIORE - G. B. VICO","80010370734","tais023009@pec.istruzione.it",t,"L33",3475
"istsc_TAIS024005","ISTITUTO SUPERIORE - IPSIA ARCHIMEDE","90205780738","TAIS024005@pec.istruzione.it",t,"L33",7112
"istsc_tais02800c","ISTITUTO SUPERIORE - D.DE RUGGIERI","90214360738","tais02800c@pec.istruzione.it",t,"L33",3916
"istsc_tais029008","ISTITUTO SUPERIORE - A. PACINOTTI","90214310733","tais029008@pec.istruzione.it",t,"L33",7112
"istsc_tamm00600c","ISTITUTO SECONDARIO DI I GRADO - COLOMBO","80016540736","tamm00600c@pec.istruzione.it",t,"L33",7112
"istsc_tamm008004","ISTITUTO SECONDARIO DI I GRADO - UGO DE CAROLIS","80013400736","tamm008004@pec.istruzione.it",t,"L33",7112
"istsc_tamm02000p","ISTITUTO SECONDARIO DI I GRADO - VOLTA","80016000731","tamm02000p@pec.istruzione.it",t,"L33",7112
"istsc_tapc070005","LICEO CLASSICO - LICEO GINNASIO ARISTOSSENO","90014930730","tapc070005@pec.istruzione.it",t,"L33",7112
"istsc_tapc10000q","LICEO CLASSICO - L.C. ARCHITA - I.M. ANDRONICO","80012270734","tapc10000q@pec.istruzione.it",t,"L33",7112
"istsc_taps03000t","LICEO SCIENTIFICO - LS G. BATTAGLINI","80011710730","taps03000t@pec.istruzione.it",t,"L33",7112
"istsc_taps070008","LICEO SCIENTIFICO - LICEO SCIENTIFICO E CLASSICO G. MOSCATI","80017240732","taps070008@pec.istruzione.it",t,"L33",3261
"istsc_tate01000x","ISTITUTO TECNICO PER ATTIVITA' SOCIALI - P.SSA MARIA PIA","80012000735","tate01000x@pec.istruzione.it",t,"L33",7112
"istsc_tatf04000e","ISTITUTO TECNICO INDUSTRIALE - ORESTE DEL PRETE","90021510731","tatf04000e@pec.istruzione.it",t,"L33",6640
"istsc_teic81000d","ISTITUTO COMPRENSIVO - I.C. CELLINO","81000870675","teic81000d@pec.istruzione.it",t,"L33",1895
"istsc_teic811009","ISTITUTO COMPRENSIVO - I.C. TORRICELLA SICURA","80003810670","teic811009@pec.istruzione.it",t,"L33",7313
"istsc_teic813001","Istituto Comprensivo Corropoli Colonnella Controguerra","91019980670","teic813001@pec.istruzione.it",t,"L33",2355
"istsc_teic81600c","I.C. Castiglione Castilenti Bisenti","92024400670","teic81600c@pec.istruzione.it",t,"L33",1790
"istsc_teic81900x","ISTITUTO COMPRENSIVO - I.C. ISOLA DEL GRAN SASSO","92027310678","teic81900x@pec.istruzione.it",t,"L33",3361
"istsc_teic820004","ISTITUTO COMPRENSIVO - I.C. BELLANTE","80010310672","teic820004@pec.istruzione.it",t,"L33",598
"istsc_teic82200q","ISTITUTO COMPRENSIVO - I.C. ALBA ADRIATICA","91020010673","teic82200q@pec.istruzione.it",t,"L33",103
"istsc_teic82300g","ISTITUTO COMPRENSIVO - I.C. CAMPLI","80003910678","teic82300g@pec.istruzione.it",t,"L33",1160
"istsc_teic82400b","ISTITUTO COMPRENSIVO - I.C. CASTELLALTO","80003190677","teic82400b@pec.istruzione.it",t,"L33",1657
"istsc_teic825007","ISTITUTO COMPRENSIVO - I.C. MOSCIANO SANT ANGELO","91019940674","teic825007@pec.istruzione.it",t,"L33",4493
"istsc_teic826003","ISTITUTO COMPRENSIVO - I.C. NERETO","91019970671","teic826003@pec.istruzione.it",t,"L33",4573
"istsc_teic82800p","ISTITUTO COMPRENSIVO - I.C. TORTORETO","91020020672","teic82800p@pec.istruzione.it",t,"L33",7324
"istsc_teic82900e","ISTITUTO COMPRENSIVO - I.C. MONTORIO CROGNALETO","80003170679","teic82900e@pec.istruzione.it",t,"L33",4433
"istsc_teic83100e","ISTITUTO COMPRENSIVO - I.C. TERAMO S.NICOLO A T.","92025990679","teic83100e@pec.istruzione.it",t,"L33",7154
"istsc_teic83200a","ISTITUTO COMPRENSIVO - I.C. TERAMO D ALESSANDRO","92026000676","teic83200a@pec.istruzione.it",t,"L33",7154
"istsc_teic833006","Istituto Comprensivo - I.C.2 F.Savini San Giuseppe San Giorgio TE","92039240673","teic833006@pec.istruzione.it",t,"L33",7154
"istsc_TEIC834002","ISTITUTO COMPRENSIVO - I.C. ATRI","90015850671","TEIC834002@pec.istruzione.it",t,"L33",394
"istsc_TEIC83500T","ISTITUTO COMPRENSIVO - I.C. NOTARESCO","81001970672","TEIC83500T@pec.istruzione.it",t,"L33",4630
"istsc_TEIC83600N","ISTITUTO COMPRENSIVO - I.C. PINETO GIOVANNI XXIII","90015860670","TEIC83600N@pec.istruzione.it",t,"L33",5224
"istsc_teic83700d","ISTITUTO COMPRENSIVO -  I.C. SILVI G.PASCOLI","90015870679","teic83700d@pec.istruzione.it",t,"L33",6863
"istsc_teic840009","ISTITUTO COMPRENSIVO -  I.C. MARTINSICURO PERTINI","91041970673","teic840009@pec.istruzione.it",t,"L33",3878
"istsc_teic841005","ISTITUTO COMPRENSIVO - I.C. GIULIANOVA 1","91043590677","teic841005@pec.istruzione.it",t,"L33",3146
"istsc_teic842001","ISTITUTO COMPRENSIVO - I.C. ROSETO 1","91043580678","teic842001@pec.istruzione.it",t,"L33",5926
"istsc_teic84300r","ISTITUTO COMPRENSIVO - I.C. ROSETO 2","91043920676","teic84300r@pec.istruzione.it",t,"L33",5926
"istsc_teic84500c","ISTITUTO COMPRENSIVO - I.C.TE1 ZIPPILLI-NOE'LUCIDI","92045510671","teic84500c@pec.istruzione.it",t,"L33",7154
"istsc_teis00300e","ISTRUZIONE SECONDARIA SUPERIORE - IIS A. ZOLI","81000690677","teis00300e@pec.istruzione.it",t,"L33",394
"istsc_teis00400a","ISTRUZIONE SECONDARIA SUPERIORE - IST.ST. D'ISTR.SUP. V.MORETTI","82001700671","teis00400a@pec.istruzione.it",t,"L33",5926
"istsc_teis00800n","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'DI POPPA - ROZZI'","80003110675","teis00800n@pec.istruzione.it",t,"L33",7154
"istsc_teis00900d","I.I.S. ALESSANDRINI - MARINO FORTI","92039250672","teis00900d@pec.istruzione.it",t,"L33",7154
"istsc_TEIS01100D","ISTITUTO SUPERIORE - CROCETTI V. CERULLI","91041900670","TEIS01100D@pec.istruzione.it",t,"L33",3146
"istsc_TEIS012009","ISTITUTO SUPERIORE - I.I.S. MELCHIORRE DELFICO","92043530671","TEIS012009@pec.istruzione.it",t,"L33",7154
"istsc_tepc030005","LICEO CLASSICO - L. CLASSICO POLO LICEALE STATALE SAFFO","91003870671","tepc030005@pec.istruzione.it",t,"L33",5926
"istsc_teps010003","LICEO SCIENTIFICO - LICEO SCIENTIFICO ALBERT EINSTEIN","80005670676","teps010003@pec.istruzione.it",t,"L33",7154
"istsc_teps02000n","LICEO SCIENTIFICO - LS M.CURIE","82001900677","teps02000n@pec.istruzione.it",t,"L33",3146
"istsc_tesd01000d","ISTITUTO D'ARTE - ISTITUTO D ARTE F.A.GRUE","80003350677","tesd01000d@pec.istruzione.it",t,"L33",1685
"istsc_tetd080005","IST TECNICO COMMERCIALE - ITC PASCAL-COMI","92045450670","tetd080005@pec.istruzione.it",t,"L33",7154
"istsc_tevc010007","Convitto Nazionale Delfico - Teramo","80000040677","tevc010007@pec.istruzione.it",t,"L33",7154
"istsc_toee00400r","DIREZIONE DIDATTICA - CD GIUSEPPE ALLIEVO","80092180019","toee00400r@pec.istruzione.it",t,"L33",7251
"istsc_toee00500l","DIREZIONE DIDATTICA - BARICCO","80092100017","toee00500l@pec.istruzione.it",t,"L33",7251
"istsc_toee01100x","DIREZIONE DIDATTICA - CD C. CASALEGNO","80092090010","toee01100x@pec.istruzione.it",t,"L33",7251
"istsc_toee01400b","DIREZIONE DIDATTICA - COLLODI","80092260019","toee01400b@pec.istruzione.it",t,"L33",7251
"istsc_toee01700v","DIREZIONE DIDATTICA - NINO COSTA","80104440013","toee01700v@pec.istruzione.it",t,"L33",7251
"istsc_toee024002","DIREZIONE DIDATTICA - DUCA D'AOSTA","80090940018","toee024002@pec.istruzione.it",t,"L33",7251
"istsc_toee029005","DIREZIONE DIDATTICA - GABELLI","80090460017","toee029005@pec.istruzione.it",t,"L33",7251
"istsc_toee03400l","DIREZIONE DIDATTICA - CD KENNEDY","80092250010","toee03400l@pec.istruzione.it",t,"L33",7251
"istsc_toee045003","DIREZIONE DIDATTICA - NOVARO","80094720010","toee045003@pec.istruzione.it",t,"L33",7251
"istsc_toee04700p","DIREZIONE DIDATTICA - PACCHIOTTI","80092020017","toee04700p@pec.istruzione.it",t,"L33",7251
"istsc_toee05100a","DIREZIONE DIDATTICA - PELLICO","80093370015","toee05100a@pec.istruzione.it",t,"L33",7251
"istsc_toee05600d","DIREZIONE DIDATTICA - A. SABIN","80093750018","toee05600d@pec.istruzione.it",t,"L33",7251
"istsc_toee06400c","DIREZIONE DIDATTICA - TOSCANINI","80092640012","toee06400c@pec.istruzione.it",t,"L33",7251
"istsc_toee06900g","DIREZIONE DIDATTICA - GOBETTI","80098840012","toee06900g@pec.istruzione.it",t,"L33",7251
"istsc_toee09100r","DIREZIONE DIDATTICA - CASTELLAMONTE","83501880013","toee09100r@pec.istruzione.it",t,"L33",1660
"istsc_toee09800g","DIREZIONE DIDATTICA - CHIVASSO I","82502750019","toee09800g@pec.istruzione.it",t,"L33",2073
"istsc_toee09900b","DIREZIONE DIDATTICA - CHIVASSO II","82502850017","toee09900b@pec.istruzione.it",t,"L33",2073
"istsc_toee10000a","DIREZIONE DIDATTICA - CHIVASSO III","82503010017","toee10000a@pec.istruzione.it",t,"L33",2073
"istsc_toee10500d","DIREZIONE DIDATTICA - CD COLLEGNO III","86009210013","toee10500d@pec.istruzione.it",t,"L33",2222
"istsc_toee122007","DIREZIONE DIDATTICA - DIREZIONE DIDATTICA 'A. FRANK'","83031680016","TOEE122007@pec.istruzione.it",t,"L33",3512
"istsc_toee129002","DIREZIONE DIDATTICA - NICHELINO I","84508510017","toee129002@pec.istruzione.it",t,"L33",4588
"istsc_toee130006","DIREZIONE DIDATTICA - CD NICHELINO II","84509790014","toee130006@pec.istruzione.it",t,"L33",4588
"istsc_toee131002","DIREZIONE DIDATTICA - DD NICHELINO III","84509830018","toee131002@pec.istruzione.it",t,"L33",4588
"istsc_toee13200t","DIREZIONE DIDATTICA - CD NICHELINO IV","84514440019","toee13200t@pec.istruzione.it",t,"L33",4588
"istsc_toee137001","DIREZIONE DIDATTICA - D. D. 'P.P.LAMBERT'","86502080012","toee137001@pec.istruzione.it",t,"L33",4838
"istsc_toee14200c","DIREZIONE DIDATTICA - PINEROLO I","85001320010","toee14200c@pec.istruzione.it",t,"L33",5223
"istsc_toee143008","DIREZIONE DIDATTICA - PINEROLO II","85007100010","toee143008@pec.istruzione.it",t,"L33",5223
"istsc_toee144004","DIREZIONE DIDATTICA - CD PINEROLO III","85005340014","toee144004@pec.istruzione.it",t,"L33",5223
"istsc_toee14500x","DIREZIONE DIDATTICA - PINEROLO IV","85013460010","toee14500x@pec.istruzione.it",t,"L33",5223
"istsc_toee152003","DIREZIONE DIDATTICA - RIVOLI I","86009250019","toee152003@pec.istruzione.it",t,"L33",5750
"istsc_toee15400p","DIREZIONE DIDATTICA - CD RIVOLI III","86009330019","toee15400p@pec.istruzione.it",t,"L33",5750
"istsc_toee16100t","DIREZIONE DIDATTICA - SETTIMO TORINESE I","80091980013","toee16100t@pec.istruzione.it",t,"L33",6830
"istsc_toee16200n","DIREZIONE DIDATTICA - SETTIMO TORINESE II","80090720014","toee16200n@pec.istruzione.it",t,"L33",6830
"istsc_toee16300d","DIREZIONE DIDATTICA - SETTIMO TORINESE III","80093270017","toee16300d@pec.istruzione.it",t,"L33",6830
"istsc_toee164009","DIREZIONE DIDATTICA - CD SETTIMO TORINESE IV","80090730013","toee164009@pec.istruzione.it",t,"L33",6830
"istsc_toee17500q","DIREZIONE DIDATTICA - VOLPIANO","85501480017","toee17500q@pec.istruzione.it",t,"L33",7982
"istsc_toee181003","DIREZIONE DIDATTICA - GRUGLIASCO - CIARI","86009790014","toee181003@pec.istruzione.it",t,"L33",3271
"istsc_toee18300p","DIREZIONE DIDATTICA - ILARIA ALPI EX VIA CIMAROSA","80089570016","toee18300p@pec.istruzione.it",t,"L33",7251
"istsc_toic80500e","ISTITUTO COMPRENSIVO - I.C. - TORINO - CENA","80091390015","toic80500e@pec.istruzione.it",t,"L33",7251
"istsc_toic808002","ISTITUTO COMPRENSIVO - I.C. - TORINO - L.DA VINCI","80094700012","toic808002@pec.istruzione.it",t,"L33",7251
"istsc_toic80900t","ISTITUTO COMPRENSIVO - I.C. - CERES - MURIALDO","83003750011","toic80900t@pec.istruzione.it",t,"L33",1935
"istsc_toic810002","ISTITUTO COMPRENSIVO - I.C. - TORINO - D.M.TUROLDO","97541030017","toic810002@pec.istruzione.it",t,"L33",7251
"istsc_toic81100t","ISTITUTO COMPRENSIVO - I.C. CASTELLO MIRAFIORI - TO","97552680015","toic81100t@pec.istruzione.it",t,"L33",7251
"istsc_toic81200n","ISTITUTO COMPRENSIVO - I.C. GRUGLIASCO - M.L.KING","86012330014","TOIC81200N@PEC.ISTRUZIONE.IT",t,"L33",3271
"istsc_toic81300d","ISTITUTO COMPRENSIVO - I.C. - TORRE PELLICE","85005320016","toic81300d@pec.istruzione.it",t,"L33",7289
"istsc_toic815005","ISTITUTO COMPRENSIVO - I.C. - TORINO - TOMMASEO","97602040012","toic815005@pec.istruzione.it",t,"L33",7251
"istsc_toic816001","ISTITUTO COMPRENSIVO - I.C. - TORINO - KING","97602010015","toic816001@pec.istruzione.it",t,"L33",7251
"istsc_toic82000l","ISTITUTO COMPRENSIVO - I.C. - TORINO - SALVEMINI","97602000016","toic82000l@pec.istruzione.it",t,"L33",7251
"istsc_toic82100c","ISTITUTO COMPRENSIVO - I.C. - ALMESE","95565950011","toic82100c@pec.istruzione.it",t,"L33",176
"istsc_toic823004","ISTITUTO COMPRENSIVO - I.C. - SANT'AMBROGIO","95565850013","toic823004@pec.istruzione.it",t,"L33",6451
"istsc_toic82400x","ISTITUTO COMPRENSIVO - I.C. - SANT'ANTONINO DI SUSA","96024320010","toic82400x@pec.istruzione.it",t,"L33",6481
"istsc_tops18000p","LICEO SCIENTIFICO - A. MONTI","82001550019","tops18000p@pec.istruzione.it",t,"L33",2043
"istsc_toic82500q","ISTITUTO COMPRENSIVO - I.C. - CONDOVE","95566010013","toic82500q@pec.istruzione.it",t,"L33",2289
"istsc_toic82700b","ISTITUTO COMPRENSIVO - I.C. - CORIO","92028290010","toic82700b@pec.istruzione.it",t,"L33",2330
"istsc_toic828007","ISTITUTO COMPRENSIVO - I.C. - FIANO","92028690011","toic828007@pec.istruzione.it",t,"L33",2741
"istsc_toic830007","ISTITUTO COMPRENSIVO - I.C. - NOLE","83005970013","toic830007@pec.istruzione.it",t,"L33",4618
"istsc_toic831003","ISTITUTO COMPRENSIVO - I.C.S.MAURIZIO-MARIA MONTESSORI","92028680012","toic831003@pec.istruzione.it",t,"L33",6282
"istsc_toic83400e","ISTITUTO COMPRENSIVO - I.C. - CANDIOLO","94043140014","toic83400e@pec.istruzione.it",t,"L33",1224
"istsc_toic83500a","ISTITUTO COMPRENSIVO - I.C. - AIRASCA","94544250015","toic83500a@pec.istruzione.it",t,"L33",88
"istsc_toic836006","ISTITUTO COMPRENSIVO - I.C. - NONE","94544290011","toic836006@pec.istruzione.it",t,"L33",4623
"istsc_toic83800t","ISTITUTO COMPRENSIVO - I.C. - VOLVERA","94544320016","toic83800t@pec.istruzione.it",t,"L33",7991
"istsc_toic84000t","ISTITUTO COMPRENSIVO - I.C. RIVALTA - TETTI FRANCESI","95565840014","toic84000t@pec.istruzione.it",t,"L33",5734
"istsc_toic84100n","ISTITUTO COMPRENSIVO - I.C. RIVALTA","95565910015","toic84100n@pec.istruzione.it",t,"L33",5734
"istsc_toic84200d","ISTITUTO COMPRENSIVO - I. C. BRICHERASIO - A. CAFFARO","94544620019","toic84200d@pec.istruzione.it",t,"L33",910
"istsc_toic84600r","ISTITUTO COMPRENSIVO - I.C. - CUMIANA","94544340014","toic84600r@pec.istruzione.it",t,"L33",2471
"istsc_toic84700l","ISTITUTO COMPRENSIVO - I.C. - VIGONE","94544260014","TOIC84700L@PEC.ISTRUZIONE.IT",t,"L33",7803
"istsc_toic85000c","ISTITUTO COMPRENSIVO - I.C. - CASTIGLIONE TORINESE","91014790017","toic85000c@pec.istruzione.it",t,"L33",1793
"istsc_toic85300x","ISTITUTO COMPRENSIVO - I.C. BRANDIZZO - RODARI","82504010016","toic85300x@pec.istruzione.it",t,"L33",877
"istsc_toic85400q","ISTITUTO COMPRENSIVO - I.C. - VEROLENGO","91014810013","toic85400q@pec.istruzione.it",t,"L33",7711
"istsc_toic858003","ISTITUTO COMPRENSIVO - I.C. - SANTENA","90018740010","toic858003@pec.istruzione.it",t,"L33",6572
"istsc_toic860003","ISTITUTO COMPRENSIVO - I.C. - MAPPANO","92028850011","toic860003@pec.istruzione.it",t,"L33",780
